번호,도서명,분야,저자,역자,출판사,출간일,ISBN,페이지,정가,추천경로
480,호기심이 샘솟는 창의력 미술가게,아동,"장부남, 남기희",,혜지원,2010-06-15,9788983796547,0,0,교육청 > 경남교육청 > 창의성을 기르는 책
481,창의성 키우는 독서학교,어린이,조미아,,경향에듀,2010-01-13,9788990991935,0,0,교육청 > 경남교육청 > 창의성을 기르는 책
482,삶을 역전시키는 창의성 유머,총류,김종석,,모아북스,2011-03-09,9788990539878,0,0,교육청 > 경남교육청 > 창의성을 기르는 책
483,창의 논리학 방패의 논리학,문학,"니컬러스 캐펄디, 마일스 스미트",,교양인,2012-03-25,9788991799691,0,0,교육청 > 경남교육청 > 창의성을 기르는 책
484,얘들아 창의성이 밥 먹여 준대,어린이,황다솜,,꿈의열쇠 ,2012-01-20,9788996421665,0,0,교육청 > 경남교육청 > 창의성을 기르는 책
485,톤즈의 약속 (이태석 신부 이야기),문학,이병승,,실천문학사,2011-08-29,,0,10000,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
486,나의 작은 새 (일본 로보우노이시 문학상 수상작),문학,에쿠니 가오리,,소담출판사,2012-02-14,,0,11500,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
487,원예반 소년들,어린이,우오즈미 나오코,,양철북,2012-03-26,,0,9000,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
488,마르지 않는 창의성,총류,에릭 메이슬,,도솔,2009-06-27,9788972202318,0,0,교육청 > 경남교육청 > 창의성을 기르는 책
489,창의성 네 머리를 깨워라,자연과학,박범익,,산소리,2007-05-17,9788995860533,0,0,교육청 > 경남교육청 > 창의성을 기르는 책
490,한 손에 잡히는 창의사고 I'M ATH,어린이,정원용,,씨실과날실,2008-05-10,9788995995624,0,0,교육청 > 경남교육청 > 창의성을 기르는 책
491,꿈의 학교 론 클라크 아카데미,문학,론 클라크,,김영사,2012-05-21,9788934956808,0,0,교육청 > 경남교육청 > 창의성을 기르는 책
492,춤추는 평화 (자연과 놀고 사람과 놀고 역사와 놀고 노래와 놀며 캐낸 평화 이야기 평화),어린이,홍순관,,탐,2012-03-21,,0,13000,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
493,다른 게 나쁜 건 아니잖아요 (아름다운 공존을 위한 다문화 이야기),어린이,SBS스페셜 제작팀,,꿈결,2012-03-12,,0,13000,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
494,두려움에게 인사하는 법 (제5회 창비청소년문학상 수상작),어린이,김이윤,,창비,2012-03-23,,0,9500,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
495,생각깨우기,아동,이어령,,푸른숲주니어,2014-06-23,9788971846223,0,0,교육청 > 경남교육청 > 창의성을 기르는 책
496,철학을 담은 잔소리 통조림,아동,마크 젤먼,,보물창고,2011-10-05,9788961702447,0,0,교육청 > 경남교육청 > 창의성을 기르는 책
497,과학 선생님 독일 가다,자연과학,"한문정, 홍준의, 김현빈, 이봉우",,푸른숲,2009-04-24,9788971848081,0,0,교육청 > 경남교육청 > 창의성을 기르는 책
498,이그노벨상 이야기(천재와 바보의 경계에 선 괴짜들의 노벨상),자연과학,마크 에이브러햄스,,살림,2010-10-07,9788952215017,0,0,교육청 > 경남교육청 > 창의성을 기르는 책
499,난 아프지 않아 (청소년 테마 소설집),어린이,이경혜|구경미|김도연|권정현|이병승,,북멘토,2012-03-30,,0,12000,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
500,청소년을 위한 시크릿 (수 세기 동안 단지 1%만이 알았던 꿈과 희망의 비밀),어린이,박은몽,,살림FRIENDS,2008-06-11,,0,11000,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
501,멋진 신세계와 판도라의 상자,자연과학,연세과학기술과 사회연구 포럼,,문학과 지성사,2009-10-29,9788932020044,0,0,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
502,노빈손 이상기후의 정체를 밝혀라,문학,장은선,,뜨인돌,2012-06-01,9788958073833,0,0,교육청 > 경남교육청 > 창의성을 기르는 책
503,처음 읽는 우주의 역사,자연과학,이지유,,휴머니스트,2012-09-10,9788958625384,0,0,교육청 > 경남교육청 > 창의성을 기르는 책
504,에너지 세계일주,자연과학,블랑딘 앙투안,,살림,2011-04-11,9788952215000,0,0,교육청 > 경남교육청 > 창의성을 기르는 책
505,내 식탁 위의 책들 (세상에서 제일 맛있는 종이 위의 음식들),문학,정은지,,앨리스,2012-04-27,,0,13000,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
506,내 왼쪽 무릎에 박힌 별,문학,모모 카포르,,푸른숲,2007-12-28,,0,8500,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
507,동화작가 고정욱이 십대에게 들려주는 깍두기 인생론,어린이,고정욱,,샨티,2011-09-15,,0,13000,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
508,미스터퐁 과학에 빠지다,자연과학,송은영,,부키,2011-10-24,9788960511828,0,0,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
509,전쟁 이야기 속에 숨은 과학을 찾아라,아동,위빙정/정주은,,찰리북,2013-05-20,9788994368214,0,0,교육청 > 경남교육청 > 창의성을 기르는 책
510,텐텐영화단,문학,김혜정,,사계절출판사,2013-05-30,9788958286752,0,0,교육청 > 경남교육청 > 창의성을 기르는 책
511,길 위의 책 (제3회 푸른문학상 수상작),어린이,강미,,푸른책들,2005-12-30,,0,11000,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
512,꽃잎의 말로 편지를 쓴다 (문학집배원 도종환의 시배달),문학,도종환,,창비,2007-05-21,,0,10000,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
513,그래도 괜찮아,어린이,안오일,,푸른책들,2010-11-25,,0,8800,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
514,오 행복한 카시페로,문학,그라시엘라 몬테스,,푸른숲,2006-09-05,,0,8500,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
515,내겐 드레스 백벌이 있어,아동,엘레노어 에스테스,,비룡소,2002-01-11,9788949170510,0,0,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
516,고래를 찾는 자전거,아동,곽영미,,계림북스,2011-05-02,9788953313873,0,0,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
517,생각한다는 것,문학,고병권,,너머학교,2010-03-31,9788994407005,0,0,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
518,화나면 흥분하는 사람 화날수록 침착한 사람,총류,바바라 베르크한,,청림출판,2001-04-20,8935204420,0,0,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
519,위대한 개츠비,문학,F. 스콧 피츠제럴드,,온스토리,2013-03-11,,0,13000,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
520,"받아들임 (자책과 후회없이 나를 사랑하는 법, 지금 이 순간 있는 그대로)",문학,타라 브랙,,불광출판사,2012-04-30,,0,19800,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
521,느티는 아프다,문학,이용포,,푸른책들,2006-03-25,,0,8800,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
522,10대를 위한 가슴이 시키는 일,총류,김이율,,판테온하우스,2011-06-10,9788994943145,0,0,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
523,어린이를 위한 경청,아동,정진,,위즈덤하우스,2008-04-20,9788960860988,0,0,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
524,희망이 청춘에게 답하다,총류,이신화,,화담,2011-06-30,9788987835655,0,0,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
525,십대답게 살아라(내 삶에 태클거는 바이러스 퇴치법,총류,문지현,,뜨인돌출판사,2008-12-15,9788958072485,0,0,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
526,우리가 버려진 창고에서 발견한 것들,문학,마크 빅터 한센|잭 캔필드,,토네이도,2012-09-10,,0,14000,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
527,꿈꾸는 황소 (주어진 삶에 익숙해지는 것 그것보다 잔인한 운명은 없다),문학,션 케니프,,살림,2012-06-28,,0,12000,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
528,참 아름다운 당신,문학,"박정애, 도종환, 공선옥, 복효근, 김중미",,우리교육,2009-11-12,9788980409297,0,0,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
529,10대에 알았더라면 좋았을 것들,총류,김태광,,문예춘추사,2013-03-20,9788976041180,0,0,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
530,청소년을 위한 마지막 강의,총류,윤승일,,살림 ,2009-04-28,9788952211194,0,0,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
531,떨어져야 꽃이다 (내일을 행복하게 해주는 이야기),문학,김병규,,예담,2012-05-10,,0,12000,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
532,사투리의 맛,아동,류호선,,사계절,2009-10-09,,0,8500,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
533,마중물,총류,박현찬,,위즈덤하우스,2010-08-30,9788960862852,0,0,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
534,한 걸음만 더 ,총류,"스티브 런딘, 카 헤이저먼",,김영사,2008-10-11,9788934931584,0,0,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
535,내가 원래 뭐였는지 알아,어린이,정유소영,,창비,2011-11-30,,0,11000,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
536,인생수정 (조너선 프랜즌 장편소설),아동,조너선 프랜즌,,은행나무,2012-06-07,,0,18000,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
537,내 주머니 속의 괴물,아동,그라시엘라 몬테스,,푸른숲,2009-06-15,9788971845875,0,0,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
538,뒷집 준범이,아동,이혜란,,보림,2011-03-28,9788943308629,0,0,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
539,지우개 따먹기 법칙,아동,유순희,,푸른책들,2011-03-10,9788957982662,0,0,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
540,코끼리에게 날개 달아주기,문학,이외수,,해냄,2011-01-05,9788965743019,0,0,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
541,난 크고 싶어,아동,안드레아 샤빅,,그린북,2002-03-25,,0,8000,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
542,내가 나인 것 (사계절아동문고 48),문학,야마나카 히사시,,사계절,2003-08-30,,0,8800,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
543,늑대에겐 겨울이 없다,문학,쿠르트 뤼트겐,,비룡소,2007-11-01,,0,12000,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
544,호기심 대장 안철수,아동,김옥림,,문이당어린이,2011-02-25,,0,9800,교육청 > 경남교육청 > 꿈이 있는 그림책
545,뭉클(마음과 마음이 만나는 소리),문학,좋은생각 편집부,,좋은생각 ,2010-08-25,9788991934689,0,0,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
546,뭉클(마음과 마음이 만나는 소리),문학,좋은생각 편집부,,좋은생각 ,2010-08-25,9788991934689,0,0,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
547,당신의 입을 다스려라,총류,로버트 제누아,,바다출판사,2014-01-20,9788955617016,0,0,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
548,품격,총류,이시형,,중앙북스,2011-08-22,9788927802488,0,0,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
549,어느 날 미란다에게 생긴 일,아동,레베카 스테드,,찰리북,2010-04-20,,0,9500,교육청 > 경남교육청 > 꿈이 있는 그림책
550,분황사 우물에는 용이 산다,아동,배유안,,파란자전거,2010-12-01,,0,8900,교육청 > 경남교육청 > 꿈이 있는 그림책
551,책 읽는 왕자 (책 속에 분명히 해답이 있을 거야),아동,재키 프렌치,,예꿈,2011-02-15,,0,10500,교육청 > 경남교육청 > 꿈이 있는 그림책
552,성격심리학,문학,노안영,,학지사,2003-01-10,9788975487613,0,0,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
553,성격심리학,문학,노안영,,학지사,2003-01-10,9788975487613,0,0,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
554,성격의 발견,문학,제롬 케이건,,시공사,2011-05-31,9788952761040,0,0,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
555,두려워 마라 지나고 나면 별 것 아니다,총류,안상헌,,북포스,2011-10-10,9788991120563,0,0,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
556,러브 유어셀프,총류,로렌스 크래인,,가디언,2011-10-04,9788994909189,0,0,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
557,아이들 눈에 비친 어른 세상 그리고 나,아동,주디스 라자르,,산수야,2011-02-15,,0,12000,교육청 > 경남교육청 > 꿈이 있는 그림책
558,러브 유어셀프,총류,로렌스 크래인,,가디언,2011-10-04,9788994909189,0,0,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
559,러브 유어셀프,총류,로렌스 크래인,,가디언,2011-10-04,9788994909189,0,0,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
560,이상한 그것,아동,김미애,,파란정원,2011-01-10,,0,10000,교육청 > 경남교육청 > 꿈이 있는 그림책
561,앗 도서관의 책들이 사라졌다 (세상 모든 책을 지킨 용감한 아이의 모험),아동,이학건,,토토북,2010-11-30,,0,9500,교육청 > 경남교육청 > 꿈이 있는 그림책
562,악동 삼총사 희망을 쏘다,아동,고정욱,,아이앤북,2010-12-20,,0,9000,교육청 > 경남교육청 > 꿈이 있는 그림책
563,나눔으로 세상을 바꿀 수 있어요,아동,곽영미,,북오션,2010-12-01,,0,11000,교육청 > 경남교육청 > 꿈이 있는 그림책
564,행복이 낯선 당신에게,총류,우베 뵈셰마이어,,서돌,2011-10-04,9788991819610,0,0,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
565,오렌지 1kg 그리고 삶은 계속된다. ,문학,로젤린느 모렐,,청어람주니어,2009-06-05,9788996252290,0,0,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
566,외로워서 그랬어요,문학,문경보,,샨티,2011-07-29,9788991075702,0,0,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
567,네 친구 이야기 (우정에 관한 인도의 우화),아동,라셸 보장 데샹|루이즈 외젤,,비룡소,2010-12-15,,0,9000,교육청 > 경남교육청 > 꿈이 있는 그림책
568,못난 것도 힘이 된다,문학,이상석,,양철북,2010-04-14,9788963720227,0,0,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
569,"지구별 어른, 어린왕자를 만나다",문학,정희재,,지식의 숲,2011-10-10,9788957978764,0,0,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
570,인생은 속도가 아니라 방향이다,문학,임마누엘 페스트라이쉬,,노마드북스,2011-09-20,9788991794566,0,0,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
571,루와 린덴 언제나 함께,아동,고테마리 루이,,한림출판사,2011-02-25,,0,10000,교육청 > 경남교육청 > 꿈이 있는 그림책
572,너는 기적이야,아동,최숙희,,책읽는곰,2010-09-09,,0,10000,교육청 > 경남교육청 > 꿈이 있는 그림책
573,왕실도서관 규장각에서  조선의 보물찾기 (조선 시대의 놀라운 기록 문화),아동,신병주|이혜숙,,책과함께어린이,2010-09-30,,0,11000,교육청 > 경남교육청 > 꿈이 있는 그림책
574,별이네 옥수수밭 손님들,아동,김정희,,산하,2010-11-10,,0,9800,교육청 > 경남교육청 > 꿈이 있는 그림책
575,열네 살,아동,다니구치 지로,,샘터,2004-04-25,9788946414648,0,0,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
576,열일곱살의 인생론,문학,안광복,,사계절,2010-01-12,9788958284338,0,0,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
577,내 청춘 시속 370km,문학,이송현,,사계절,2011-08-30,9788958285670,0,0,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
578,선물은 누구의 것이 될까,문학,제브데트 클르츠,,푸른숲주니어,2011-10-27,9788971849286,0,0,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
579,학교 가기 싫은 아이들이 다니는 학교,아동,송미경,,웅진주니어,2010-11-15,,0,9000,교육청 > 경남교육청 > 꿈이 있는 그림책
580,콩 하나면 되겠니,아동,배유안,,창비,2010-06-01,,0,8500,교육청 > 경남교육청 > 꿈이 있는 그림책
581,도깨비 쌀과 쌀 도깨비,아동,김율희,,개암나무,2010-04-30,,0,9000,교육청 > 경남교육청 > 꿈이 있는 그림책
582,행복교과서,총류,서울대학교 행복연구센터,,월드김영사,2011-08-10,9788997172030,0,0,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
583,나의 마음을 들어줘,아동,샤론 M.드레이터,,개암나무,2011-10-05,9788992844659,0,0,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
584,우리집 베란다에 방울토마토가 자라요,아동,박희란,,살림어린이,2010-11-15,9788952215246,0,0,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
585,꽃필날,문학,손명찬,,좋은생각,2011-10-31,9788991934108,0,0,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
586,책 청소부 소소,예술,노인경,,문학동네,2010-12-15,,0,12800,교육청 > 경남교육청 > 꿈이 있는 그림책
587,우린 모두 널 사랑해,아동,질리언 로벨,,가치창조,2005-07-20,,0,7500,교육청 > 경남교육청 > 꿈이 있는 그림책
588,엄마가 화났다,아동,최숙희,,책읽는곰,2011-05-30,,0,10500,교육청 > 경남교육청 > 꿈이 있는 그림책
589,소울푸드,문학,"성석제,백영옥,김창완,김어준,이충걸",,청어람미디어,2011-10-12,9788997162055,0,0,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
590,웃음1,문학,베르나르베르베르,,열린책들,2011-10-27,9788932915371,0,0,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
591,그 사람을 본 적이 있나요?,아동,김려령,,문학동네,2011-04-05,9788954614542,0,0,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
592,구름빵,아동,백희나,,한솔수북(한솔교육),2004-10-01,,0,8500,교육청 > 경남교육청 > 꿈이 있는 그림책
593,찾아라 명화 속 숨은 그림,예술,장세현,,낮은산,2011-06-05,,0,15000,교육청 > 경남교육청 > 꿈이 있는 그림책
594,청소년을 위한 사회학 에세이,문학,구정화,,해냄출판사,2011-09-26,9788965743217,0,0,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
595,그러니까 웃어요,문학,아가다,,마음의 숲,2010-12-15,9788992783415,0,0,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
596,30년만의 휴식,총류,이무석,,비전과리더십,2006-05-09,9788990984029,0,0,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
597,365 Thank You ,문학,존 크랠릭,,한국경제신문사,2011-12-05,9788947528276,0,0,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
598,미로는 어떤 화가일까,예술,브리타 벤케,,북비,2011-05-20,,0,13000,교육청 > 경남교육청 > 꿈이 있는 그림책
599,내 마음을 만지다,문학,이봉희,,생각속의 집,2011-11-21,9788996525318,0,0,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
600,오늘 내가 살아갈 이유,문학,위지안,,예담,2011-12-16,9788959136612,0,0,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
601,오르세미술관전 고흐의 별밤과 화가들의 꿈 (대도록),예술,지엔씨미디어 편집부,,지엔씨미디어,2011-06-01,,0,20000,교육청 > 경남교육청 > 꿈이 있는 그림책
602,패션의 탄생 (만화로 보는 패션 디자이너 히스토리),예술,강민지,,루비박스,2011-05-01,,0,18900,교육청 > 경남교육청 > 꿈이 있는 그림책
603,마당을 나온 암탉 (애니메이션 그림책),아동,황선미,,사계절,2011-06-10,,0,10500,교육청 > 경남교육청 > 꿈이 있는 그림책
604,행복의 편지,문학,장피에르벤다한,,신원문화사,2011-12-30,9788935915811,0,0,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
605,마음,문학,나쓰메 소세키,,웅진닷컴,2002-12-06,9788901039862,0,0,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
606,엄마 딸이라서 행복해,문학,홍희선,,랜덤하우스코리아,2011-12-22,9788925545585,0,0,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
607,곰탕에 꽃 한송이,문학,함영,,웅진뜰,2012-03-08,9788901141114,0,0,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
608,모듈,문학,성기완,,문학과지성사,2012-03-02,9788932022833,0,0,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
609,강아지똥,아동,권정생,,길벗어린이,1996-04-01,,0,10000,교육청 > 경남교육청 > 꿈이 있는 그림책
610,고 녀석 맛있겠다 (별하나 그림책 4),아동,미야니시 타츠야,,달리,2004-06-10,,0,11000,교육청 > 경남교육청 > 꿈이 있는 그림책
611,슬픔의 위안,문학,"론 마라스코, 브라이언 셔프",,현암사,2012-03-05,9788932316130,0,0,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
612,절대강자,문학,이외수,,해냄출판사,2011-12-06,9788965743279,0,0,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
613,내 인생의 양탄자,문학,카타리나 모렐로,,개암나무,2012-03-05,9788992844727,0,0,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
614,앤서니 브라운의 마술연필,예술,앤서니 브라운,,웅진주니어,2010-11-26,,0,11000,교육청 > 경남교육청 > 꿈이 있는 그림책
615,도서관에 간 사자,아동,미셸 누드슨,,웅진주니어,2008-12-30,,0,11000,교육청 > 경남교육청 > 꿈이 있는 그림책
616,톤즈의 약속,문학,이병승,,실천문학,2011-08-29,9788939206649,0,0,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
617,나의 작은 새,문학,에쿠니가오리,,소담출판사,2012-02-14,9788973812707,0,0,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
618,원예반 소년들,문학,우오즈미 나오코,,양철북,2012-03-26,9788963720609,0,0,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
619,춤추는 평화,문학,홍숭관,,탐,2012-03-21,9788964960677,0,0,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
620,황소 아저씨 (민들레그림책 5),예술,권정생,,길벗어린이,2001-01-25,,0,9000,교육청 > 경남교육청 > 꿈이 있는 그림책
621,어른이 된 후에 (위로와 격려가 필요한 우리들의 성장이야기),아동,김효진,,행간,2011-05-31,,0,12000,교육청 > 경남교육청 > 꿈이 있는 그림책
622,각별한 마음,예술,장 자끄 상뻬,,열린책들,2010-01-10,,0,18000,교육청 > 경남교육청 > 꿈이 있는 그림책
623,다른 게 나쁜 건 아니잖아요,철학/심리학/윤리학,SBS스페셜제작팀,,꿈결,2012-03-12,9788996783121,0,0,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
624,두려움에게 인사하는 법,문학,김이윤,,창비,2012-03-23,9788936456436,0,0,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
625,내 생애 가장 용감했던 17일,문학,한국로제청소년원정대,,푸른숲주니어,2011-04-30,9788971849156,0,0,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
626,그림 문학에 취하다 (문학작품으로 본 옛그림 감상법),예술,고연희,,아트북스,2011-01-19,,0,20000,교육청 > 경남교육청 > 꿈이 있는 그림책
627,난 아프지 않아,문학,이병승,,북멘토,2012-03-30,9788963190396,0,0,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
628,청소년을 위한 시크릿,총류,박은몽,,살림FRIENDS,2008-06-11,9788952209191,0,0,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
629,내 식탁 위의 책들,문학,정은지,,앨리스,2012-04-27,9788961961080,0,0,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
630,"그림에, 마음을 놓다  (다정하게 안아주는 심리치유 에세이)",예술,이주은,,앨리스,2008-05-27,,0,12800,교육청 > 경남교육청 > 꿈이 있는 그림책
631,그림책 연어,예술,안도현,,문학동네,2007-05-14,,0,11000,교육청 > 경남교육청 > 꿈이 있는 그림책
632,그림책 365 (주제별로 매일 한 권씩 2000년대 좋은 그림책),예술,학교도서관저널 그림책 365 선정위원회,,학교도서관저널,2010-10-30,,0,30000,교육청 > 경남교육청 > 꿈이 있는 그림책
633,내 왼쪽 무릎에 박힌 별,문학,모모카포르,,푸른숲,2007-12-28,9788971847657,0,0,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
634,내 왼쪽 무릎에 박힌 별,문학,모모카포르,,푸른숲,2007-12-28,9788971847657,0,0,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
635,길위의 책,문학,강미,,푸른책들,2014-08-20,9788957980378,0,0,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
636,꽃잎의 말로 편지를 쓴다,문학,도종환,,창비,2007-05-21,9788936471262,0,0,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
637,그림책 쓰는 법,예술,엘렌 E.M.로버츠,,문학동네,2002-08-26,,0,12000,교육청 > 경남교육청 > 꿈이 있는 그림책
638,그림책 읽는 즐거운 교실,아동,전국초등국어교과모임,,나라말,2009-11-01,,0,12000,교육청 > 경남교육청 > 꿈이 있는 그림책
639,위대한 쌀과 밥,예술,백명식,,씽크스마트,2011-07-04,,0,11000,교육청 > 경남교육청 > 꿈이 있는 그림책
640,깍두기 인생론,문학,고정욱,,샨티,2011-09-15,9788991075719,0,0,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
641,그래도 괜찮아,문학,안오일,,푸른책들,2010-11-25,9788957982532,0,0,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
642,날아라 고래 (하늘을 날고 싶은 꼬마 펭귄 고래의 꿈과 모험),아동,김혜란,,BF북스,2012-07-02,,0,18000,교육청 > 경남교육청 > 꿈이 있는 그림책
643,오 행복한 카시페로,문학,그라시엘라 몬테스,,푸른숲,2006-09-05,9788971844793,0,0,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
644,위대한 개츠비,문학,F. 스콧 피츠제럴드,,문학동네,2009-12-15,9788954609173,0,0,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
645,받아들임(지금 이 순간 있는 그대로),문학,타라 브랙,,불광출판사 ,2012-04-30,9788974797683,0,0,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
646,느티는 아프다,문학,이용포,,푸른책들,2006-03-25,9788957980477,0,0,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
647,마음을 그리는 페인트공,예술,나시키 가호,,청어람미디어,2010-01-15,,0,9800,교육청 > 경남교육청 > 꿈이 있는 그림책
648,명작 스캔들 (소설보다 재미있는 명화 이야기),예술,장 프랑수아 셰뇨,,이숲,2011-05-20,,0,20000,교육청 > 경남교육청 > 꿈이 있는 그림책
649,세계에서 가장 아름다운 미술관 100 (인류의 가장 위대한 보물),예술,만프레드 라이어,,서강BOOKS,2007-01-11,,0,48000,교육청 > 경남교육청 > 꿈이 있는 그림책
650,우리가 버려진 창고에서 발견한 것들,문학,잭 캔필드,,토네이도,2012-09-10,9788994013558,0,0,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
651,꿈꾸는 황소,문학,션 케니프,,살림,2012-06-28,9788952218797,0,0,교육청 > 경남교육청 > 좋은 성격 형성을 위한 책
652,토닥토닥 그림편지 (행복을 그리는 화가 이수동이 전하는 80통의 위로),예술,이수동,,아트북스,2010-12-06,,0,12000,교육청 > 경남교육청 > 꿈이 있는 그림책
653,우리 엄마,아동,앤서니 브라운,,웅진주니어,2005-03-20,,0,8500,교육청 > 경남교육청 > 꿈이 있는 그림책
654,도해사고력,예술,나가타 도요시,,스펙트럼북스,2010-09-15,,0,12800,교육청 > 경남교육청 > 꿈이 있는 그림책
